Dosya_Adi,Payload_Bit,Toplam_Piksel,Guvenli_Piksel(K),Daralma_Orani(%),ABC_Suresi_sn,MSE,PSNR_dB,SSIM
1042.pgm,10000,65536,12048,18.3838,0.13839,0.076492,59.2946,0.99978
1043.pgm,10000,65536,33344,50.8789,0.09788,0.076111,59.3163,0.999853
1045.pgm,10000,65536,12224,18.6523,0.06942,0.077118,59.2593,0.999784
1046.pgm,10000,65536,14096,21.5088,0.05892,0.075363,59.3592,0.999669
1047.pgm,10000,65536,20320,31.0059,0.0556,0.075775,59.3355,0.999782
1048.pgm,10000,65536,20368,31.0791,0.05108,0.076004,59.3224,0.999802
1049.pgm,10000,65536,25824,39.4043,0.04577,0.075851,59.3312,0.999804
105.pgm,10000,65536,20992,32.0312,0.04097,0.075211,59.368,0.999866
1050.pgm,10000,65536,59584,90.918,0.05183,0.075333,59.361,0.999932
1051.pgm,10000,65536,13968,21.3135,0.04959,0.075989,59.3233,0.99967
1052.pgm,10000,65536,30816,47.0215,0.06771,0.076462,59.2964,0.99985
1053.pgm,10000,65536,17936,27.3682,0.08602,0.077591,59.2327,0.999795
1054.pgm,10000,65536,19744,30.127,0.06275,0.077209,59.2541,0.999772
1055.pgm,10000,65536,51552,78.6621,0.04838,0.075287,59.3636,0.999783
1056.pgm,10000,65536,17008,25.9521,0.03408,0.076233,59.3094,0.999767
1057.pgm,10000,65536,21200,32.3486,0.03215,0.07634,59.3033,0.999774
1058.pgm,10000,65536,13376,20.4102,0.02964,0.076202,59.3111,0.999766
1059.pgm,10000,65536,40080,61.1572,0.03835,0.076385,59.3007,0.99984
106.pgm,10000,65536,41040,62.6221,0.04234,0.076157,59.3137,0.999873
1060.pgm,10000,65536,32640,49.8047,0.04214,0.075943,59.3259,0.999764
1061.pgm,10000,65536,45568,69.5312,0.04976,0.076294,59.3059,0.999787
1063.pgm,10000,65536,25648,39.1357,0.19025,0.076126,59.3155,0.99978
1064.pgm,10000,65536,41296,63.0127,0.05869,0.07634,59.3033,0.999897
1065.pgm,10000,65536,37136,56.665,0.03168,0.077408,59.243,0.99982
1066.pgm,10000,65536,12928,19.7266,0.02349,0.074615,59.4025,0.999778
1067.pgm,10000,65536,25056,38.2324,0.02263,0.07666,59.2851,0.999848
1068.pgm,10000,65536,17248,26.3184,0.02091,0.07666,59.2851,0.999887
1069.pgm,10000,65536,48320,73.7305,0.02819,0.076401,59.2998,0.999903
107.pgm,10000,65536,55072,84.0332,0.17775,0.076385,59.3007,0.999831
1070.pgm,10000,65536,52144,79.5654,0.07913,0.076828,59.2756,0.999872
1071.pgm,10000,65536,27568,42.0654,0.0376,0.076126,59.3155,0.99975
1072.pgm,10000,65536,12912,19.7021,0.02287,0.076279,59.3068,0.999613
1073.pgm,10000,65536,23952,36.5479,0.02282,0.075363,59.3592,0.999809
1074.pgm,10000,65536,36960,56.3965,0.02624,0.077286,59.2498,0.999884
1075.pgm,10000,65536,36192,55.2246,0.04122,0.076828,59.2756,0.999757
1076.pgm,10000,65536,18832,28.7354,0.17512,0.076157,59.3137,0.999786
1077.pgm,10000,65536,35648,54.3945,0.04033,0.076385,59.3007,0.999851
1078.pgm,10000,65536,18848,28.7598,0.02523,0.076614,59.2877,0.999753
1079.pgm,10000,65536,30224,46.1182,0.02269,0.076004,59.3224,0.9998
108.pgm,10000,65536,56576,86.3281,0.0272,0.076721,59.2817,0.999928
1080.pgm,10000,65536,33488,51.0986,0.04753,0.076202,59.3111,0.999805
1081.pgm,10000,65536,34640,52.8564,0.03668,0.077759,59.2233,0.999893
1082.pgm,10000,65536,36640,55.9082,0.22438,0.076492,59.2946,0.999883
1083.pgm,10000,65536,44512,67.9199,0.04677,0.076309,59.305,0.999858
1084.pgm,10000,65536,22656,34.5703,0.02718,0.075867,59.3303,0.999795
1085.pgm,10000,65536,45152,68.8965,0.02737,0.074509,59.4087,0.999836
1086.pgm,10000,65536,12592,19.2139,0.02013,0.076004,59.3224,0.999823
1087.pgm,10000,65536,38928,59.3994,0.02353,0.077301,59.249,0.99984
1088.pgm,10000,65536,16160,24.6582,0.02443,0.076523,59.2929,0.99981
1089.pgm,10000,65536,23408,35.7178,0.12691,0.076813,59.2765,0.999785
109.pgm,10000,65536,27520,41.9922,0.0874,0.076645,59.286,0.999855
1090.pgm,10000,65536,35536,54.2236,0.04201,0.077393,59.2438,0.999802
1092.pgm,10000,65536,31536,48.1201,0.02981,0.076645,59.286,0.99985
1094.pgm,10000,65536,38720,59.082,0.02703,0.076141,59.3146,0.999714
1095.pgm,10000,65536,24464,37.3291,0.02417,0.076538,59.292,0.999714
1096.pgm,10000,65536,23280,35.5225,0.02571,0.077042,59.2635,0.999879
1097.pgm,10000,65536,24416,37.2559,0.03485,0.076477,59.2955,0.999774
1098.pgm,10000,65536,31072,47.4121,0.22383,0.075943,59.3259,0.999828
1099.pgm,10000,65536,45152,68.8965,0.07562,0.075958,59.3251,0.999903
11.pgm,10000,65536,31472,48.0225,0.03746,0.077194,59.255,0.999837
110.pgm,10000,65536,43488,66.3574,0.031,0.076797,59.2773,0.999904
1100.pgm,10000,65536,31440,47.9736,0.04083,0.076477,59.2955,0.999822
1102.pgm,10000,65536,15232,23.2422,0.19372,0.075684,59.3408,0.999868
1103.pgm,10000,65536,40912,62.4268,0.04558,0.075638,59.3434,0.999867
1104.pgm,10000,65536,48128,73.4375,0.0316,0.077011,59.2653,0.999672
1105.pgm,10000,65536,37040,56.5186,0.03038,0.075302,59.3627,0.999898
1106.pgm,10000,65536,23728,36.2061,0.03283,0.076584,59.2894,0.999821
1107.pgm,10000,65536,20496,31.2744,0.20444,0.076141,59.3146,0.999813
1108.pgm,10000,65536,29504,45.0195,0.05387,0.075562,59.3478,0.999815
1109.pgm,10000,65536,18432,28.125,0.02879,0.076233,59.3094,0.999863
111.pgm,10000,65536,35888,54.7607,0.02719,0.075836,59.332,0.999879
1110.pgm,10000,65536,56448,86.1328,0.03053,0.077271,59.2507,0.999868
1111.pgm,10000,65536,24320,37.1094,0.02881,0.075424,59.3557,0.999742
1112.pgm,10000,65536,24880,37.9639,0.07842,0.074722,59.3963,0.999704
1113.pgm,10000,65536,23040,35.1562,0.0741,0.075851,59.3312,0.99988
1114.pgm,10000,65536,22416,34.2041,0.03196,0.075775,59.3355,0.999665
1115.pgm,10000,65536,51712,78.9062,0.03017,0.074707,59.3972,0.999788
1116.pgm,10000,65536,32928,50.2441,0.02367,0.076492,59.2946,0.999801
1117.pgm,10000,65536,36160,55.1758,0.04172,0.077301,59.249,0.99988
1118.pgm,10000,65536,31408,47.9248,0.05284,0.076584,59.2894,0.999869
1119.pgm,10000,65536,55376,84.4971,0.14543,0.077744,59.2242,0.999912
112.pgm,10000,65536,29424,44.8975,0.03468,0.07753,59.2361,0.999864
1120.pgm,10000,65536,17680,26.9775,0.02372,0.075287,59.3636,0.999829
1121.pgm,10000,65536,50768,77.4658,0.02728,0.07663,59.2868,0.999882
1122.pgm,10000,65536,14832,22.6318,0.02628,0.077286,59.2498,0.999792
1123.pgm,10000,65536,46768,71.3623,0.19315,0.077728,59.225,0.999874
1124.pgm,10000,65536,17024,25.9766,0.091,0.076553,59.2912,0.999803
1125.pgm,10000,65536,10336,15.7715,0.05126,0.07663,59.2868,0.999757
1126.pgm,10000,65536,34480,52.6123,0.26657,0.076355,59.3024,0.999884
1127.pgm,10000,65536,24144,36.8408,0.07346,0.075592,59.346,0.999835
1128.pgm,10000,65536,41760,63.7207,0.03285,0.076691,59.2834,0.999824
1129.pgm,10000,65536,15120,23.0713,0.02348,0.077484,59.2387,0.9997
113.pgm,10000,65536,25424,38.7939,0.02546,0.076462,59.2964,0.999796
1130.pgm,10000,65536,34256,52.2705,0.09891,0.075974,59.3242,0.999909
1131.pgm,10000,65536,33408,50.9766,0.11887,0.075363,59.3592,0.99984
1132.pgm,10000,65536,39840,60.791,0.04038,0.076431,59.2981,0.999886
1133.pgm,10000,65536,59616,90.9668,0.03699,0.078354,59.1902,0.999928
1134.pgm,10000,65536,29264,44.6533,0.03872,0.077713,59.2259,0.999865
1135.pgm,10000,65536,32032,48.877,0.20577,0.077026,59.2644,0.999828
1136.pgm,10000,65536,37984,57.959,0.04597,0.077072,59.2618,0.999695
1137.pgm,10000,65536,12592,19.2139,0.02773,0.076355,59.3024,0.999803
1138.pgm,10000,65536,24784,37.8174,0.02874,0.076721,59.2817,0.999818
1139.pgm,10000,65536,18336,27.9785,0.03729,0.075684,59.3408,0.999841
114.pgm,10000,65536,29952,45.7031,0.19784,0.076584,59.2894,0.999838
1140.pgm,10000,65536,34192,52.1729,0.03355,0.075165,59.3707,0.999879
1141.pgm,10000,65536,10688,16.3086,0.02515,0.077988,59.2105,0.999777
1142.pgm,10000,65536,16736,25.5371,0.02451,0.076477,59.2955,0.999848
1143.pgm,10000,65536,44608,68.0664,0.04279,0.077316,59.2481,0.999864
1144.pgm,10000,65536,30752,46.9238,0.18909,0.075699,59.3399,0.999814
1145.pgm,10000,65536,20400,31.1279,0.03934,0.075729,59.3382,0.999738
1146.pgm,10000,65536,30400,46.3867,0.02786,0.076981,59.267,0.999719
1147.pgm,10000,65536,25744,39.2822,0.02385,0.075546,59.3487,0.999831
1148.pgm,10000,65536,43264,66.0156,0.03073,0.076889,59.2722,0.999872
1149.pgm,10000,65536,24672,37.6465,0.0546,0.07666,59.2851,0.99984
115.pgm,10000,65536,38176,58.252,0.15361,0.075012,59.3795,0.999898
1150.pgm,10000,65536,17536,26.7578,0.03414,0.076004,59.3224,0.999817
1152.pgm,10000,65536,60352,92.0898,0.03104,0.075516,59.3504,0.999835
1153.pgm,10000,65536,22128,33.7646,0.02374,0.076645,59.286,0.999809
1154.pgm,10000,65536,17312,26.416,0.02264,0.073776,59.4516,0.999776
1155.pgm,10000,65536,18544,28.2959,0.02277,0.075851,59.3312,0.99968
1156.pgm,10000,65536,59520,90.8203,0.03278,0.076553,59.2912,0.999855
1157.pgm,10000,65536,32320,49.3164,0.09745,0.076096,59.3172,0.999818
1159.pgm,10000,65536,44080,67.2607,0.09123,0.076462,59.2964,0.999827
1160.pgm,10000,65536,39920,60.9131,0.03408,0.07399,59.4391,0.999917
1161.pgm,10000,65536,14512,22.1436,0.0234,0.077499,59.2378,0.999562
1162.pgm,10000,65536,10528,16.0645,0.02136,0.077194,59.255,0.999816
1163.pgm,10000,65536,30736,46.8994,0.02518,0.077164,59.2567,0.999858
1164.pgm,10000,65536,35120,53.5889,0.02882,0.077057,59.2627,0.999864
1165.pgm,10000,65536,23328,35.5957,0.04337,0.076569,59.2903,0.999795
1166.pgm,10000,65536,22064,33.667,0.20359,0.077423,59.2421,0.999807
1167.pgm,10000,65536,26992,41.1865,0.03584,0.076553,59.2912,0.999873
1168.pgm,10000,65536,12432,18.9697,0.02415,0.075882,59.3294,0.999819
1169.pgm,10000,65536,57936,88.4033,0.02809,0.076218,59.3102,0.999793
117.pgm,10000,65536,41168,62.8174,0.03082,0.076126,59.3155,0.999854
1170.pgm,10000,65536,23808,36.3281,0.04545,0.076172,59.3129,0.999742
1171.pgm,10000,65536,21152,32.2754,0.14985,0.07634,59.3033,0.999894
1172.pgm,10000,65536,43248,65.9912,0.03923,0.076599,59.2886,0.999892
1173.pgm,10000,65536,26976,41.1621,0.02607,0.076035,59.3207,0.999815
1174.pgm,10000,65536,23408,35.7178,0.02315,0.076172,59.3129,0.999863
1175.pgm,10000,65536,46896,71.5576,0.03291,0.075211,59.368,0.999871
1176.pgm,10000,65536,32208,49.1455,0.02865,0.076279,59.3068,0.999845
1177.pgm,10000,65536,40240,61.4014,0.03218,0.076645,59.286,0.999756
1178.pgm,10000,65536,18576,28.3447,0.03218,0.076233,59.3094,0.999842
1179.pgm,10000,65536,18144,27.6855,0.05577,0.076065,59.319,0.999824
118.pgm,10000,65536,27664,42.2119,0.23639,0.075867,59.3303,0.999835
1180.pgm,10000,65536,14800,22.583,0.03881,0.07692,59.2704,0.999802
1181.pgm,10000,65536,32352,49.3652,0.02977,0.077484,59.2387,0.999814
1182.pgm,10000,65536,16160,24.6582,0.0238,0.076248,59.3085,0.999802
1183.pgm,10000,65536,20400,31.1279,0.02316,0.075684,59.3408,0.999762
1184.pgm,10000,65536,42480,64.8193,0.0258,0.076904,59.2713,0.99989
1185.pgm,10000,65536,36288,55.3711,0.02592,0.075775,59.3355,0.999853
1186.pgm,10000,65536,21808,33.2764,0.0395,0.075623,59.3443,0.999824
1187.pgm,10000,65536,13072,19.9463,0.17756,0.076218,59.3102,0.999908
1188.pgm,10000,65536,18960,28.9307,0.03932,0.076767,59.2791,0.999731
1189.pgm,10000,65536,15760,24.0479,0.02664,0.076035,59.3207,0.999819
119.pgm,10000,65536,14240,21.7285,0.02378,0.076004,59.3224,0.999809
1190.pgm,10000,65536,12496,19.0674,0.02497,0.076126,59.3155,0.999883
1191.pgm,10000,65536,24160,36.8652,0.0943,0.076935,59.2696,0.999797
1192.pgm,10000,65536,10640,16.2354,0.09229,0.07605,59.3198,0.999863
1193.pgm,10000,65536,59664,91.04,0.04552,0.076599,59.2886,0.99953
1195.pgm,10000,65536,52576,80.2246,0.03251,0.076218,59.3102,0.999852
1196.pgm,10000,65536,51088,77.9541,0.02918,0.075333,59.361,0.999867
1197.pgm,10000,65536,37632,57.4219,0.02774,0.074905,59.3857,0.999859
1199.pgm,10000,65536,44800,68.3594,0.23085,0.077225,59.2532,0.999833
12.pgm,10000,65536,30368,46.3379,0.07033,0.075256,59.3654,0.999794
120.pgm,10000,65536,55520,84.7168,0.03892,0.075333,59.361,0.999902
1200.pgm,10000,65536,19552,29.834,0.02698,0.076874,59.273,0.999724
1201.pgm,10000,65536,33680,51.3916,0.02551,0.075821,59.3329,0.999898
1202.pgm,10000,65536,37728,57.5684,0.02842,0.075745,59.3373,0.999847
1203.pgm,10000,65536,46944,71.6309,0.03154,0.075668,59.3417,0.999852
1204.pgm,10000,65536,23584,35.9863,0.04185,0.075684,59.3408,0.999819
1205.pgm,10000,65536,21088,32.1777,0.19778,0.075974,59.3242,0.99981
1206.pgm,10000,65536,43472,66.333,0.06279,0.076523,59.2929,0.999853
1207.pgm,10000,65536,36784,56.1279,0.03098,0.076096,59.3172,0.999869
1208.pgm,10000,65536,18368,28.0273,0.02174,0.075928,59.3268,0.999856
1209.pgm,10000,65536,54592,83.3008,0.03026,0.076965,59.2679,0.99987
121.pgm,10000,65536,23856,36.4014,0.10922,0.077393,59.2438,0.999867
1210.pgm,10000,65536,19488,29.7363,0.0745,0.076523,59.2929,0.999804
1211.pgm,10000,65536,18096,27.6123,0.03112,0.07515,59.3715,0.999845
1213.pgm,10000,65536,10992,16.7725,0.02337,0.07663,59.2868,0.999552
1214.pgm,10000,65536,28848,44.0186,0.02344,0.075638,59.3434,0.99981
1215.pgm,10000,65536,51536,78.6377,0.02904,0.076691,59.2834,0.999917
1216.pgm,10000,65536,20384,31.1035,0.04025,0.077423,59.2421,0.999879
1217.pgm,10000,65536,30432,46.4355,0.23286,0.077042,59.2635,0.999706
1218.pgm,10000,65536,26784,40.8691,0.04306,0.075165,59.3707,0.99988
122.pgm,10000,65536,23312,35.5713,0.02957,0.074722,59.3963,0.999749
1221.pgm,10000,65536,57136,87.1826,0.03188,0.077148,59.2575,0.99993
1222.pgm,10000,65536,21200,32.3486,0.03152,0.075653,59.3425,0.999805
1223.pgm,10000,65536,29616,45.1904,0.20613,0.076782,59.2782,0.999852
1224.pgm,10000,65536,30336,46.2891,0.05167,0.074997,59.3804,0.999846
1225.pgm,10000,65536,29104,44.4092,0.03002,0.074768,59.3936,0.999891
1226.pgm,10000,65536,24032,36.6699,0.02702,0.076096,59.3172,0.999788
1227.pgm,10000,65536,18000,27.4658,0.02939,0.076569,59.2903,0.999868
1228.pgm,10000,65536,19232,29.3457,0.17947,0.077011,59.2653,0.999697
1229.pgm,10000,65536,36720,56.0303,0.06411,0.075851,59.3312,0.999824
123.pgm,10000,65536,28832,43.9941,0.03254,0.075836,59.332,0.99975
1230.pgm,10000,65536,50352,76.8311,0.03005,0.075729,59.3382,0.999861
1231.pgm,10000,65536,13072,19.9463,0.02424,0.075729,59.3382,0.999713
1232.pgm,10000,65536,47456,72.4121,0.03164,0.077728,59.225,0.999863
1234.pgm,10000,65536,38432,58.6426,0.19941,0.076126,59.3155,0.999914
1235.pgm,10000,65536,22576,34.4482,0.05858,0.07637,59.3016,0.999839
1236.pgm,10000,65536,23616,36.0352,0.03162,0.075653,59.3425,0.999847
1237.pgm,10000,65536,20912,31.9092,0.02795,0.077209,59.2541,0.999841
1238.pgm,10000,65536,32800,50.0488,0.02642,0.076096,59.3172,0.999869
1239.pgm,10000,65536,22752,34.7168,0.03662,0.077194,59.255,0.999827
124.pgm,10000,65536,20960,31.9824,0.1833,0.076813,59.2765,0.999892
1240.pgm,10000,65536,19776,30.1758,0.04079,0.076706,59.2825,0.99975
1241.pgm,10000,65536,29744,45.3857,0.02906,0.075989,59.3233,0.99988
1242.pgm,10000,65536,42608,65.0146,0.02803,0.077057,59.2627,0.999788
1243.pgm,10000,65536,10080,15.3809,0.0263,0.075684,59.3408,0.999785
1244.pgm,10000,65536,48624,74.1943,0.02821,0.075836,59.332,0.999828
1245.pgm,10000,65536,29520,45.0439,0.03193,0.076385,59.3007,0.999872
1246.pgm,10000,65536,34160,52.124,0.266,0.077133,59.2584,0.999799
1247.pgm,10000,65536,10592,16.1621,0.06044,0.076965,59.2679,0.999831
1248.pgm,10000,65536,21184,32.3242,0.03301,0.075638,59.3434,0.999823
1249.pgm,10000,65536,38768,59.1553,0.03017,0.077637,59.2301,0.999845
125.pgm,10000,65536,31680,48.3398,0.02978,0.076401,59.2998,0.999858
1250.pgm,10000,65536,18400,28.0762,0.04756,0.076019,59.3216,0.9998
1251.pgm,10000,65536,46480,70.9229,0.19306,0.076324,59.3042,0.999712
1253.pgm,10000,65536,18816,28.7109,0.03223,0.075729,59.3382,0.999826
1254.pgm,10000,65536,36560,55.7861,0.02651,0.077408,59.243,0.999844
1255.pgm,10000,65536,24752,37.7686,0.03564,0.075317,59.3619,0.999857
1256.pgm,10000,65536,26720,40.7715,0.03949,0.076797,59.2773,0.999847
1257.pgm,10000,65536,42304,64.5508,0.18303,0.077011,59.2653,0.99982
1258.pgm,10000,65536,36624,55.8838,0.05336,0.07695,59.2687,0.999893
1259.pgm,10000,65536,22032,33.6182,0.0285,0.075607,59.3452,0.999853
126.pgm,10000,65536,55328,84.4238,0.02827,0.075302,59.3627,0.999882
1260.pgm,10000,65536,52432,80.0049,0.0255,0.077042,59.2635,0.999875
1261.pgm,10000,65536,56192,85.7422,0.02492,0.076675,59.2842,0.999922
1262.pgm,10000,65536,14848,22.6562,0.02266,0.077179,59.2558,0.999771
1263.pgm,10000,65536,49344,75.293,0.03465,0.078613,59.1758,0.999893
1264.pgm,10000,65536,27792,42.4072,0.23429,0.077789,59.2216,0.999888
1265.pgm,10000,65536,39872,60.8398,0.06884,0.07634,59.3033,0.999865
1266.pgm,10000,65536,46368,70.752,0.03488,0.075409,59.3566,0.999869
1267.pgm,10000,65536,41840,63.8428,0.02962,0.078186,59.1995,0.999839
1269.pgm,10000,65536,35088,53.54,0.0375,0.076324,59.3042,0.999863
127.pgm,10000,65536,23408,35.7178,0.03407,0.076065,59.319,0.999874
1270.pgm,10000,65536,54848,83.6914,0.10886,0.075958,59.3251,0.999909
1271.pgm,10000,65536,42544,64.917,0.11001,0.076202,59.3111,0.99984
1272.pgm,10000,65536,62016,94.6289,0.0546,0.076492,59.2946,0.999944
1274.pgm,10000,65536,58144,88.7207,0.03132,0.077209,59.2541,0.999819
1275.pgm,10000,65536,30864,47.0947,0.06498,0.076431,59.2981,0.99983
1276.pgm,10000,65536,38624,58.9355,0.15169,0.076523,59.2929,0.999868
1277.pgm,10000,65536,33616,51.2939,0.04078,0.076111,59.3163,0.999838
1278.pgm,10000,65536,14688,22.4121,0.02395,0.076035,59.3207,0.999849
1279.pgm,10000,65536,17936,27.3682,0.02278,0.075821,59.3329,0.999742
128.pgm,10000,65536,11376,17.3584,0.02205,0.076233,59.3094,0.99975
1280.pgm,10000,65536,14352,21.8994,0.03047,0.076004,59.3224,0.999823
1281.pgm,10000,65536,61584,93.9697,0.24523,0.076828,59.2756,0.999855
1282.pgm,10000,65536,10576,16.1377,0.04697,0.075623,59.3443,0.999871
1283.pgm,10000,65536,25088,38.2812,0.02912,0.077164,59.2567,0.999817
1284.pgm,10000,65536,52608,80.2734,0.02867,0.076279,59.3068,0.999879
1285.pgm,10000,65536,26880,41.0156,0.02412,0.077301,59.249,0.999866
1286.pgm,10000,65536,24192,36.9141,0.02367,0.075638,59.3434,0.999855
1287.pgm,10000,65536,24240,36.9873,0.02504,0.07515,59.3715,0.999884
1288.pgm,10000,65536,41824,63.8184,0.04179,0.076508,59.2938,0.999845
1289.pgm,10000,65536,55728,85.0342,0.22768,0.075974,59.3242,0.999906
129.pgm,10000,65536,21664,33.0566,0.03552,0.07634,59.3033,0.999828
1290.pgm,10000,65536,46672,71.2158,0.0288,0.07634,59.3033,0.999777
1291.pgm,10000,65536,28304,43.1885,0.02898,0.076523,59.2929,0.999835
1292.pgm,10000,65536,50304,76.7578,0.03296,0.075623,59.3443,0.99986
1293.pgm,10000,65536,18832,28.7354,0.03084,0.075226,59.3671,0.999831
1294.pgm,10000,65536,24496,37.3779,0.05521,0.07634,59.3033,0.999799
1295.pgm,10000,65536,36640,55.9082,0.14973,0.077393,59.2438,0.999871
1296.pgm,10000,65536,47664,72.7295,0.11077,0.075302,59.3627,0.999867
1297.pgm,10000,65536,38448,58.667,0.07628,0.076599,59.2886,0.999749
1298.pgm,10000,65536,26368,40.2344,0.06758,0.076126,59.3155,0.999854
1299.pgm,10000,65536,20560,31.3721,0.06171,0.077393,59.2438,0.999823
13.pgm,10000,65536,43904,66.9922,0.09055,0.075211,59.368,0.999866
130.pgm,10000,65536,18192,27.7588,0.20661,0.075287,59.3636,0.999771
1300.pgm,10000,65536,23216,35.4248,0.04365,0.076599,59.2886,0.999746
1301.pgm,10000,65536,36480,55.6641,0.02892,0.076736,59.2808,0.999855
1302.pgm,10000,65536,45664,69.6777,0.02619,0.07605,59.3198,0.999849
1303.pgm,10000,65536,40736,62.1582,0.02466,0.076828,59.2756,0.999903
1304.pgm,10000,65536,31712,48.3887,0.02438,0.077805,59.2208,0.999696
1305.pgm,10000,65536,39008,59.5215,0.03132,0.075699,59.3399,0.999853
1306.pgm,10000,65536,30256,46.167,0.18108,0.076614,59.2877,0.999784
1307.pgm,10000,65536,51536,78.6377,0.0934,0.076492,59.2946,0.999772
1308.pgm,10000,65536,35856,54.7119,0.02768,0.076202,59.3111,0.999847
1309.pgm,10000,65536,36656,55.9326,0.02848,0.075851,59.3312,0.999872
131.pgm,10000,65536,20752,31.665,0.02295,0.075928,59.3268,0.999609
1310.pgm,10000,65536,23632,36.0596,0.02398,0.076355,59.3024,0.999798
1311.pgm,10000,65536,23248,35.4736,0.02697,0.07605,59.3198,0.999655
1312.pgm,10000,65536,22592,34.4727,0.03826,0.076202,59.3111,0.999834
1313.pgm,10000,65536,10752,16.4062,0.19074,0.075912,59.3277,0.999815
1314.pgm,10000,65536,24304,37.085,0.04618,0.07753,59.2361,0.999825
1315.pgm,10000,65536,60448,92.2363,0.03108,0.076096,59.3172,0.999859
1316.pgm,10000,65536,20368,31.0791,0.0244,0.075378,59.3583,0.999807
1317.pgm,10000,65536,27392,41.7969,0.02895,0.075531,59.3496,0.999866
1318.pgm,10000,65536,36848,56.2256,0.05096,0.077698,59.2267,0.999911
1319.pgm,10000,65536,40720,62.1338,0.19406,0.076187,59.312,0.999855
132.pgm,10000,65536,28336,43.2373,0.03637,0.076218,59.3102,0.999807
1320.pgm,10000,65536,35216,53.7354,0.0274,0.076202,59.3111,0.999772
1321.pgm,10000,65536,17072,26.0498,0.02277,0.077332,59.2472,0.99981
1322.pgm,10000,65536,12128,18.5059,0.0231,0.075882,59.3294,0.999684
1323.pgm,10000,65536,38224,58.3252,0.03829,0.076691,59.2834,0.999904
1324.pgm,10000,65536,41344,63.0859,0.20609,0.077209,59.2541,0.999892
1325.pgm,10000,65536,18352,28.0029,0.04008,0.075562,59.3478,0.999792
1326.pgm,10000,65536,29328,44.751,0.02853,0.076553,59.2912,0.999791
1327.pgm,10000,65536,42384,64.6729,0.02658,0.076584,59.2894,0.999895
1328.pgm,10000,65536,34160,52.124,0.02573,0.075668,59.3417,0.999805
1329.pgm,10000,65536,29824,45.5078,0.02674,0.076889,59.2722,0.999882
133.pgm,10000,65536,24288,37.0605,0.03848,0.075195,59.3689,0.999703
1330.pgm,10000,65536,31632,48.2666,0.23251,0.076141,59.3146,0.999805
1331.pgm,10000,65536,35024,53.4424,0.06343,0.075607,59.3452,0.999824
1332.pgm,10000,65536,13568,20.7031,0.03186,0.076767,59.2791,0.999768
1333.pgm,10000,65536,39088,59.6436,0.03015,0.076584,59.2894,0.999849
